HECHO,RUPTURA,CONEXO,ESTADO_NOTICIA,ETAPA,ANIO_DENUNCIA,ANIO_ENTRADA,ANIO_HECHO,LEY,PAIS,DEPARTAMENTO,MUNICIPIO,SECCIONAL,GRUPO_DELITO,DELITO,IMPUTACION,CONDENA,ATIPICIDAD_INEXISTENCIA,ACUSACION,CAPTURA,SEXO_INDICIADO,GRUPO_EDAD_INDICIADO,PAIS_NACIMIENTO,HOMICIDIO_DOLOSO_CONSUMADO,TOTAL_INDICIADOS
'SI','NO','NO','ACTIVO','JUICIO',2019,2019,2019,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','VIOLENCIA INTRAFAMILIAR','VIOLENCIA INTRAFAMILIAR ART. 229 C.P.','SI','NO','NO','SI','SI','FEMENINO','ADULTEZ 29 - 59','Colombia','NO',1
'SI','NO','NO','INACTIVO','INDAGACIÓN',2014,2014,2014,'Ley 1098','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','IMPARTICION DE JUSTICIA','FALSA DENUNCIA ART. 435 C.P.','NO','NO','NO','NO','NO','FEMENINO','SIN DATO','Colombia','NO',1
'SI','NO','SI','INACTIVO','INDAGACIÓN',2020,2020,2020,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','VIOLENCIA INTRAFAMILIAR','VIOLENCIA INTRAFAMILIAR ART. 229 C.P.AGRAVADO POR TRATARSE DE MENOR,MUJER,ANCIANO O DISCAPACITADO','NO','NO','NO','NO','NO','MASCULINO','ADULTEZ 29 - 59','','NO',1
'SI','NO','NO','INACTIVO','EJECUCIÓN DE PENAS',2014,2014,2014,'Ley 1098','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','FALSEDAD EN DOCUMENTO','FALSEDAD EN DOCUMENTOS','SI','NO','NO','NO','NO','MASCULINO','ADOLESCENTE 14 - 17','Colombia','NO',1
'SI','NO','NO','ACTIVO','INDAGACIÓN',2014,2014,2014,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','FALSEDAD EN DOCUMENTO','FALSEDAD MATERIAL EN DOCUMENTO PUBLICO. ART. 287 C.P.','NO','NO','NO','NO','NO','FEMENINO','SIN DATO','Colombia','NO',2
'SI','NO','NO','ACTIVO','INDAGACIÓN',2010,2010,2010,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','HURTO','HURTO. ART. 239 C.P.','NO','NO','NO','NO','NO','MASCULINO','JUVENTUD 18 - 28','Colombia','NO',1
'NO','NO','NO','INACTIVO','INDAGACIÓN',2013,2013,2013,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','IMPARTICION DE JUSTICIA','FALSA DENUNCIA ART. 435 C.P.','NO','NO','SI','NO','NO','','SIN DATO','Colombia','NO',1
'NO','NO','NO','INACTIVO','INDAGACIÓN',2012,2012,2012,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','AMENAZAS','AMENAZAS ART. 347 C.P.','NO','NO','SI','NO','NO','FEMENINO','JUVENTUD 18 - 28','Colombia','NO',1
'SI','NO','NO','INACTIVO','INVESTIGACIÓN',2011,2011,2010,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','IMPARTICION DE JUSTICIA','FALSA DENUNCIA ART. 435 C.P.','SI','NO','NO','NO','NO','MASCULINO','ADULTEZ 29 - 59','Colombia','NO',1
'SI','NO','NO','INACTIVO','INVESTIGACIÓN',2010,2010,2010,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','CONTRA LA FAMILIA','INASISTENCIA ALIMENTARIA ART. 233 C.P.','SI','NO','NO','NO','NO','FEMENINO','ADULTEZ 29 - 59','Colombia','NO',1
'SI','NO','NO','ACTIVO','JUICIO',2020,2020,2020,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','HURTO','HURTO CALIFICADO DE AUTOMOTOR MENOR CUANTIA  ART. 240 C.P.  AGRAVADO POR LA DESTREZA ART. 241 C.P. N.10','SI','NO','NO','NO','SI','MASCULINO','ADULTEZ 29 - 59','Colombia','NO',1
'SI','NO','NO','INACTIVO','INDAGACIÓN',2013,2013,2013,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','INJURIA Y CALUMNIA','CALUMNIA. ART. 221 C.P.','NO','NO','NO','NO','NO','','ADULTEZ 29 - 59','Colombia','NO',1
'NO','NO','NO','INACTIVO','INDAGACIÓN',2016,2016,2013,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','AMENAZAS','AMENAZAS ART. 347 C.P.','NO','NO','SI','NO','NO','FEMENINO','SIN DATO','Colombia','NO',1
'SI','NO','NO','ACTIVO','INDAGACIÓN',2017,2017,2017,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE CALI','ESTUPEFACIENTES','TRAFICO FABRICACION O PORTE DE ESTUPEFACIENTES ART. 376 C..','NO','NO','NO','NO','SI','MASCULINO','ADULTO MAYOR DE 60','Colombia','NO',1
'SI','NO','NO','INACTIVO','EJECUCIÓN DE PENAS',2012,2012,2012,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','HURTO','HURTO CALIFICADO ART. 240 C.P. MENOR CUANTIA','SI','SI','NO','SI','SI','FEMENINO','ADULTO MAYOR DE 60','Colombia','NO',1
'NO','NO','NO','INACTIVO','QUERELLABLE',2011,2011,2011,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','PATRIMONIO ECONOMICO','USURPACION DE TIERRAS. ART. 261 C.P.','NO','NO','SI','NO','NO','','SIN DATO','Colombia','NO',1
'SI','NO','NO','INACTIVO','EJECUCIÓN DE PENAS',2017,2017,2017,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','HURTO','HURTO MENOR CUANTIA. ART. 239 C.P. AGRAVADO POR LA CONFIANZA ART. 241 C.P. N.2','SI','SI','NO','SI','NO','MASCULINO','SIN DATO','Colombia','NO',1
'SI','NO','NO','INACTIVO','EJECUCIÓN DE PENAS',2010,2010,2010,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','HURTO','HURTO CALIFICADO ART. 240 C.P.  AGRAVADO CUANDO LO HURTADO ES OBJETO EXPUESTO A LA CONFIANZA PUBLICA ART. 241 C.P. N.7','SI','SI','NO','NO','SI','','SIN DATO','Colombia','NO',1
'SI','NO','NO','INACTIVO','EJECUCIÓN DE PENAS',2016,2016,2016,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','HURTO','HURTO CALIFICADO ART. 240 C.P.  AGRAVADO POR LA DESTREZA ART. 241 C.P. N.10','SI','SI','NO','NO','SI','MASCULINO','ADULTEZ 29 - 59','Colombia','NO',1
'SI','NO','NO','INACTIVO','JUICIO',2017,2017,2017,'Ley 1098','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','VIOLENCIA INTRAFAMILIAR','VIOLENCIA INTRAFAMILIAR ART. 229 C.P.','SI','NO','NO','SI','SI','MASCULINO','ADOLESCENTE 14 - 17','Colombia','NO',1
'SI','NO','NO','INACTIVO','INDAGACIÓN',2016,2016,2016,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','LESIONES PERSONALES CULPOSAS','LESIONES CULPOSAS ART. 120 C.P. MEDIO MOTORIZADO INCISO 2','NO','NO','NO','NO','NO','MASCULINO','ADULTEZ 29 - 59','Argentina','NO',1
'SI','NO','NO','ACTIVO','JUICIO',2010,2010,2010,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN ESPECIALIZADA CONTRA LAS VIOLACIONES A LOS DERECHOS HUMANOS','TRATA DE PERSONAS','TRATA DE PERSONAS ART. 188A C.P.','SI','NO','NO','NO','SI','','SIN DATO','Colombia','NO',1
'SI','NO','NO','INACTIVO','EJECUCIÓN DE PENAS',2013,2013,2013,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','HURTO','HURTO ART. 239 C.P. MENOR CUANTIA','SI','SI','NO','SI','NO','MASCULINO','ADULTEZ 29 - 59','Colombia','NO',1
'SI','NO','NO','INACTIVO','INVESTIGACIÓN',2010,2010,2010,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','HOMICIDIO DOLOSO','HOMICIDIO ART. 103 C.P.','SI','NO','NO','NO','NO','','SIN DATO','Colombia','SI',1
'SI','NO','NO','INACTIVO','EJECUCIÓN DE PENAS',2013,2013,2012,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','DELITOS SEXUALES','ACCESO CARNAL ABUSIVO CON MENOR DE CATORCE AÑOS. ART. 208 C.P.','SI','SI','NO','SI','SI','MASCULINO','ADULTEZ 29 - 59','','NO',1
'SI','NO','NO','INACTIVO','JUICIO',2014,2014,2014,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','LIBERTAD INDIVIDUAL Y OTRAS GARANTIAS','VIOLACION DE HABITACION AJENA. ART. 189 C.P.','SI','NO','NO','SI','NO','MASCULINO','ADULTEZ 29 - 59','Colombia','NO',1
'SI','NO','NO','INACTIVO','EJECUCIÓN DE PENAS',2014,2014,2014,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','CONTRA LA FAMILIA','INASISTENCIA ALIMENTARIA ART. 233 C.P.','SI','SI','NO','NO','NO','MASCULINO','ADULTEZ 29 - 59','Colombia','NO',1
'NO','NO','NO','INACTIVO','INDAGACIÓN',2010,2010,2010,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','PATRIMONIO ECONOMICO','DAÑO EN BIEN AJENO. ART. 265 C.P.','NO','NO','SI','NO','NO','FEMENINO','SIN DATO','Colombia','NO',1
'NO','SI','NO','ACTIVO','JUICIO',2018,2020,2018,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','ESTUPEFACIENTES','TRAFICO FABRICACION O PORTE DE ESTUPEFACIENTES ART. 376 C..','SI','NO','NO','NO','SI','MASCULINO','JUVENTUD 18 - 28','Colombia','NO',1
'SI','NO','NO','INACTIVO','EJECUCIÓN DE PENAS',2013,2013,2013,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','FABRICACION,TRAFICO Y PORTE DE ARMAS','FABRICACION,TRAFICO Y PORTE DE ARMAS DE FUEGO O MUNICIONES POR ALMACENAMIENTO ART. 365 C.P.','SI','SI','NO','SI','SI','FEMENINO','JUVENTUD 18 - 28','Colombia','NO',1
'SI','NO','NO','ACTIVO','JUICIO',2019,2019,2019,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','VIOLENCIA INTRAFAMILIAR','VIOLENCIA INTRAFAMILIAR ART. 229 C.P.AGRAVADO POR TRATARSE DE MENOR,MUJER,ANCIANO O DISCAPACITADO','SI','NO','NO','NO','NO','FEMENINO','JUVENTUD 18 - 28','Colombia','NO',1
'NO','NO','NO','INACTIVO','INDAGACIÓN',2011,2011,2011,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','LESIONES PERSONALES CULPOSAS','LESIONES CULPOSAS ART. 120 C.P. INCISO 1','NO','NO','SI','NO','NO','MASCULINO','JUVENTUD 18 - 28','Colombia','NO',1
'SI','NO','NO','INACTIVO','JUICIO',2011,2011,2011,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','HOMICIDIO DOLOSO','HOMICIDIO ART. 103 C.P.','SI','NO','NO','SI','SI','MASCULINO','ADOLESCENTE 14 - 17','Colombia','NO',1
'SI','NO','NO','INACTIVO','INDAGACIÓN',2010,2010,2010,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','CORRUPCION ADMINISTRATIVA','ENRIQUECIMIENTO ILICITO ART. 412 C.P.','NO','NO','NO','NO','NO','FEMENINO','SIN DATO','','NO',1
'SI','NO','NO','ACTIVO','INDAGACIÓN',2020,2020,2019,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','IMPARTICION DE JUSTICIA','FUGA DE PRESOS ART. 448 C.P.','NO','NO','NO','NO','NO','FEMENINO','JUVENTUD 18 - 28','Colombia','NO',1
'SI','NO','NO','INACTIVO','JUICIO',2013,2013,2013,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','FABRICACION,TRAFICO Y PORTE DE ARMAS','FABRICACION,TRAFICO Y PORTE DE USO PRIVATIVO DE LAS FUERZAS ARMADAS POR TRAFICO ART. 366 C.P.','SI','NO','NO','SI','SI','MASCULINO','JUVENTUD 18 - 28','Colombia','NO',1
'SI','NO','NO','INACTIVO','INDAGACIÓN',2019,2019,2019,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','HURTO','HURTO MENOR CUANTIA. ART. 239 C.P. AGRAVADO POR ESTABLECIMIENTO PUBLICO ART. 241 C.P. N.11','NO','NO','NO','NO','NO','MASCULINO','ADULTEZ 29 - 59','Venezuela','NO',1
'NO','NO','NO','INACTIVO','INDAGACIÓN',2013,2013,2013,'Ley 1098','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','DELITOS SEXUALES','ACTOS SEXUALES CON MENOR DE CATORCE AÑOS. ART. 209 C.P.','NO','NO','SI','NO','NO','MASCULINO','ADOLESCENTE 14 - 17','Colombia','NO',1
'NO','NO','NO','INACTIVO','INDAGACIÓN',2013,2013,2013,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','FALSEDAD EN DOCUMENTO','DESTRUCCION,SUPRESION U OCULTAMIENTO DE DOCUMENTO PUBLICO. ART. 292 C.P.','NO','NO','SI','NO','NO','MASCULINO','ADULTO MAYOR DE 60','Colombia','NO',1
'SI','NO','NO','ACTIVO','INVESTIGACIÓN',2017,2017,2017,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','HURTO','HURTO MENOR CUANTIA. ART. 239 C.P. AGRAVADO POR ESTABLECIMIENTO PUBLICO ART. 241 C.P. N.11','NO','NO','NO','NO','NO','MASCULINO','ADULTEZ 29 - 59','Colombia','NO',1
'SI','NO','NO','INACTIVO','JUICIO',2014,2014,2013,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','DELITOS SEXUALES','ACCESO CARNAL ABUSIVO CON MENOR DE CATORCE AÑOS ART.208 C.P. AGRAVADO ART. 211 N.6 . SE PRODUJERE EMBARAZO','SI','NO','NO','SI','NO','','JUVENTUD 18 - 28','Colombia','NO',1
'SI','NO','NO','ACTIVO','JUICIO',2014,2014,2014,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','ESTUPEFACIENTES','TRAFICO FABRICACION O PORTE DE ESTUPEFACIENTES ART. 376 C..','SI','NO','NO','SI','NO','MASCULINO','SIN DATO','','NO',1
'SI','NO','NO','INACTIVO','JUICIO',2012,2012,2012,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','ESTUPEFACIENTES','TRAFICO FABRICACION O PORTE DE ESTUPEFACIENTES ART. 376 C. AGRAVADO N.1 ART. 384 C.P.','SI','NO','NO','SI','SI','','SIN DATO','Colombia','NO',1
'NO','SI','NO','INACTIVO','JUICIO',2014,2017,2014,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','HURTO','HURTO CALIFICADO ART. 240 C.P. MENOR CUANTIA','SI','NO','NO','SI','NO','MASCULINO','ADULTEZ 29 - 59','Colombia','NO',1
'SI','NO','NO','INACTIVO','JUICIO',2014,2014,2014,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','HURTO','HURTO. ART. 239 C.P. AGRAVADO POR LA DESTREZA ART. 241 C.P. N.10','SI','NO','NO','SI','SI','MASCULINO','JUVENTUD 18 - 28','Colombia','NO',1
'SI','NO','NO','ACTIVO','INDAGACIÓN',2019,2019,2019,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','DELITOS SEXUALES','ACCESO CARNAL VIOLENTO. ART. 205 C.P. AGRAVADO ART. 211 N.5. SE REALIZARE SOBRE PARIENTES , CONYUGE ,COMPAÑERA O COMPAÑERO PERMANENTES,O PERSONA INTEGRADA A LA UNIDAD DOMESTICA','NO','NO','NO','NO','NO','MASCULINO','JUVENTUD 18 - 28','Colombia','NO',1
'SI','NO','NO','INACTIVO','INDAGACIÓN',2016,2016,2016,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','LESIONES PERSONALES','LESIONES ART. 111 C.P.','SI','NO','NO','NO','SI','MASCULINO','ADULTEZ 29 - 59','Colombia','NO',1
'SI','NO','NO','INACTIVO','INDAGACIÓN',2010,2010,2010,'Ley 1098','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','HURTO','HURTO. ART. 239 C.P.','NO','NO','NO','NO','NO','MASCULINO','JUVENTUD 18 - 28','Colombia','NO',1
'SI','NO','NO','INACTIVO','JUICIO',2014,2014,2013,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','PATRIMONIO ECONOMICO','ABUSO DE CONDICIONES DE INFERIORIDAD. ART. 251 C.P. MENOR CUANTIA','SI','NO','NO','SI','NO','MASCULINO','ADULTEZ 29 - 59','Colombia','NO',1
'NO','NO','NO','INACTIVO','INDAGACIÓN',2019,2019,2019,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','ESTAFA','ESTAFA. ART. 246 C.P.','NO','NO','SI','NO','NO','FEMENINO','SIN DATO','Colombia','NO',1
'SI','NO','NO','ACTIVO','INDAGACIÓN',2019,2019,2017,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','CONTRA LA FAMILIA','INASISTENCIA ALIMENTARIA ART. 233 C.P.','NO','NO','NO','NO','NO','FEMENINO','ADULTEZ 29 - 59','','NO',1
'NO','NO','NO','INACTIVO','INDAGACIÓN',2015,2015,2011,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','FALSEDAD EN DOCUMENTO','FALSEDAD EN DOCUMENTO PRIVADO. ART. 289 C.P.','NO','NO','SI','NO','NO','MASCULINO','SIN DATO','Colombia','NO',1
'SI','NO','NO','INACTIVO','INVESTIGACIÓN',2010,2010,2010,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','ESTAFA','ESTAFA. ART. 246 C.P. MENOR CUANTIA','SI','NO','NO','NO','NO','','SIN DATO','Colombia','NO',1
'NO','NO','NO','INACTIVO','QUERELLABLE',2017,2017,2016,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','INJURIA Y CALUMNIA','CALUMNIA. ART. 221 C.P.','NO','NO','SI','NO','NO','FEMENINO','SIN DATO','Colombia','NO',1
'NO','NO','NO','INACTIVO','QUERELLABLE',2011,2011,2011,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','HURTO','HURTO ART. 239 C.P. MENOR CUANTIA','NO','NO','SI','NO','NO','MASCULINO','ADULTEZ 29 - 59','','NO',1
'NO','SI','NO','ACTIVO','JUICIO',2018,2018,2018,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','ORDEN ECONOMICO SOCIAL','EXPORTACION O IMPORTACION FICTICIA ART. 310 C.P.','NO','NO','NO','SI','NO','MASCULINO','SIN DATO','Colombia','NO',1
'SI','NO','NO','INACTIVO','INDAGACIÓN',2013,2013,2013,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','CONCIERTO PARA DELINQUIR','CONCIERTO PARA DELINQUIR ART. 340 C.P.','NO','NO','NO','NO','NO','','SIN DATO','Colombia','NO',1
'NO','NO','NO','INACTIVO','INDAGACIÓN',2016,2016,2012,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','ESTAFA','ESTAFA. ART. 246 C.P. MAYOR CUANTIA','NO','NO','SI','NO','NO','MASCULINO','SIN DATO','Colombia','NO',1
'NO','NO','NO','INACTIVO','QUERELLABLE',2013,2013,2013,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','INJURIA Y CALUMNIA','CALUMNIA. ART. 221 C.P.','NO','NO','SI','NO','NO','FEMENINO','ADULTEZ 29 - 59','Colombia','NO',1
'SI','NO','NO','INACTIVO','INDAGACIÓN',2010,2010,2010,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','DELITOS SEXUALES','ACCESO CARNAL VIOLENTO. ART. 205 C.P.','NO','NO','NO','NO','NO','','JUVENTUD 18 - 28','Colombia','NO',1
'SI','NO','NO','INACTIVO','INDAGACIÓN',2015,2015,2015,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','LESIONES PERSONALES','LESIONES ART. 111 C.P.','NO','NO','NO','NO','NO','MASCULINO','SIN DATO','Colombia','NO',400
'NO','NO','NO','INACTIVO','JUICIO',2017,2017,2017,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','ESTUPEFACIENTES','TRAFICO FABRICACION O PORTE DE ESTUPEFACIENTES ART. 376 C..','SI','NO','SI','SI','SI','MASCULINO','ADULTEZ 29 - 59','Colombia','NO',22
'SI','NO','NO','INACTIVO','INDAGACIÓN',2018,2018,2018,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','INJURIA Y CALUMNIA','CALUMNIA. ART. 221 C.P.','NO','NO','NO','NO','NO','MASCULINO','SIN DATO','Colombia','NO',7
'SI','NO','NO','INACTIVO','EJECUCIÓN DE PENAS',2016,2016,2016,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','HURTO','HURTO. ART. 239 C.P.','SI','SI','NO','SI','SI','MASCULINO','SIN DATO','Colombia','NO',4
'SI','NO','NO','ACTIVO','JUICIO',2012,2012,2012,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCION ESPECIALIZADA CONTRA LA CORRUPCIÓN','CORRUPCION JUDICIAL','PREVARICATO POR ACCION ART. 413 C.P.','SI','NO','NO','SI','NO','FEMENINO','SIN DATO','Colombia','NO',1
'NO','NO','NO','INACTIVO','INDAGACIÓN',2012,2012,2012,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','CORRUPCION JUDICIAL','PREVARICATO POR OMISION ART. 414 C.P.','NO','NO','SI','NO','NO','MASCULINO','SIN DATO','Colombia','NO',5
'SI','NO','NO','INACTIVO','JUICIO',2019,2019,2019,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','VIOLENCIA INTRAFAMILIAR','VIOLENCIA INTRAFAMILIAR ART. 229 C.P.','SI','NO','NO','NO','NO','MASCULINO','ADULTEZ 29 - 59','Colombia','NO',10
'NO','NO','NO','INACTIVO','INDAGACIÓN',2012,2012,2012,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','ESTAFA','ESTAFA. ART. 246 C.P. MENOR CUANTIA','NO','NO','SI','NO','NO','FEMENINO','SIN DATO','Colombia','NO',3
'SI','NO','NO','INACTIVO','QUERELLABLE',2013,2013,2012,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','LESIONES PERSONALES','LESIONES ART. 111 C.P.','NO','NO','NO','NO','NO','MASCULINO','JUVENTUD 18 - 28','Colombia','NO',2
'SI','NO','NO','ACTIVO','JUICIO',2020,2020,2020,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','VIOLENCIA INTRAFAMILIAR','VIOLENCIA INTRAFAMILIAR ART. 229 C.P.','SI','NO','NO','NO','NO','MASCULINO','JUVENTUD 18 - 28','Venezuela','NO',1
'SI','NO','NO','INACTIVO','EJECUCIÓN DE PENAS',2010,2010,2010,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','HURTO','HURTO CALIFICADO ART. 240 C.P.  AGRAVADO CUANDO LO HURTADO ES OBJETO EXPUESTO A LA CONFIANZA PUBLICA ART. 241 C.P. N.7','SI','SI','NO','SI','SI','MASCULINO','JUVENTUD 18 - 28','Colombia','NO',2
'SI','NO','NO','INACTIVO','INDAGACIÓN',2010,2010,2010,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','PATRIMONIO ECONOMICO','DAÑO EN BIEN AJENO. ART. 265 C.P.','NO','NO','NO','NO','NO','','SIN DATO','Colombia','NO',11
'NO','NO','NO','INACTIVO','INDAGACIÓN',2016,2016,2015,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','CONSTRENIMIENTO','CONSTREÑIMIENTO ILEGAL ART. 182 C.P.','NO','NO','SI','NO','NO','MASCULINO','ADULTO MAYOR DE 60','Colombia','NO',1
'SI','NO','SI','INACTIVO','INDAGACIÓN',2016,2016,2016,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','ESTAFA','ESTAFA. ART. 246 C.P.','NO','NO','NO','NO','NO','MASCULINO','SIN DATO','Colombia','NO',10
'SI','NO','NO','INACTIVO','EJECUCIÓN DE PENAS',2015,2015,2015,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','CONCIERTO PARA DELINQUIR','CONCIERTO PARA DELINQUIR AGRAVADO POR DARSE PARA NARCOTRAFICO ART. 340 C.P. INC.2','SI','NO','NO','NO','SI','MASCULINO','JUVENTUD 18 - 28','Colombia','NO',7
'NO','SI','NO','INACTIVO','EJECUCIÓN DE PENAS',2012,2012,2012,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','HURTO','HURTO CALIFICADO MENOR CUANTIA ART. 240 C.P.  AGRAVADO POR LA DESTREZA ART. 241 C.P. N.10','SI','SI','NO','SI','SI','MASCULINO','JUVENTUD 18 - 28','Colombia','NO',2
